xiaoqu,total_price,unit_price,region,build_area,house_area,room,orientations,guapai_time,url
天润福熙大道,660,90017,北苑,73.32㎡,58.82㎡,2室1厅1厨1卫,南,2018-05-23,https://bj.ke.com/ershoufang/101102899536.html
北苑家园望春园,690,64204,北苑,107.47㎡,87.48㎡,2室1厅1厨1卫,南 北,2018-05-25,https://bj.ke.com/ershoufang/101102908307.html
天润福熙大道,650,88653,北苑,73.32㎡,58.82㎡,2室1厅1厨1卫,南,2018-05-27,https://bj.ke.com/ershoufang/101102913399.html
华贸城,755,80741,北苑,93.51㎡,74.52㎡,2室1厅1厨1卫,南,2018-05-27,https://bj.ke.com/ershoufang/101102914936.html
中国铁建花语城,780,86909,北苑,89.75㎡,67.44㎡,2室1厅1厨1卫,南 北,2018-05-27,https://bj.ke.com/ershoufang/101102916671.html
华贸城,700,79438,北苑,88.12㎡,70.23㎡,2室1厅1厨1卫,东 北,2018-05-28,https://bj.ke.com/ershoufang/101102917750.html
润泽悦溪,730,81784,北苑,89.26㎡,71.78㎡,2室2厅1厨1卫,南 北,2018-06-05,https://bj.ke.com/ershoufang/101102946330.html
天润福熙大道,760,89623,北苑,84.8㎡,63.45㎡,2室1厅1厨1卫,南,2018-06-06,https://bj.ke.com/ershoufang/101102951571.html
润泽公馆,730,82449,北苑,88.54㎡,70.81㎡,2室2厅1厨1卫,南,2018-06-09,https://bj.ke.com/ershoufang/101102959884.html
中国铁建国际城,650,87602,北苑,74.2㎡,56.84㎡,2室1厅1厨1卫,南,2018-06-09,https://bj.ke.com/ershoufang/101102960892.html
中国铁建花语城,790,88190,北苑,89.58㎡,67.26㎡,2室1厅1厨1卫,南 北,2018-06-10,https://bj.ke.com/ershoufang/101102966164.html
拂林园,760,60723,北苑,125.16㎡,106.37㎡,2室1厅1厨1卫,东南,2018-06-13,https://bj.ke.com/ershoufang/101102974746.html
中国铁建国际城,650,92475,北苑,70.29㎡,54.28㎡,2室1厅1厨1卫,南,2018-06-19,https://bj.ke.com/ershoufang/101102994457.html
北苑家园望春园,710,66078,北苑,107.45㎡,87.48㎡,2室1厅1厨2卫,南 北,2018-06-22,https://bj.ke.com/ershoufang/101103006001.html
润泽公馆,780,89935,北苑,86.73㎡,69.08㎡,2室1厅1厨1卫,南 北,2018-06-25,https://bj.ke.com/ershoufang/101103015849.html
名苑雅居,650,74559,南沙滩,87.18㎡,67.74㎡,2室2厅1厨1卫,西北,2017-12-09,https://bj.ke.com/ershoufang/101102383183.html
名苑雅居,696,79955,南沙滩,87.05㎡,67.64㎡,2室2厅1厨1卫,西北,2017-12-17,https://bj.ke.com/ershoufang/101102410088.html
北沙滩1号院,670,78657,南沙滩,85.18㎡,暂无数据,2室2厅1厨1卫,南,2018-03-22,https://bj.ke.com/ershoufang/101102684551.html
天和人家,700,68574,南沙滩,102.08㎡,81.15㎡,2室1厅1厨1卫,西南,2018-05-05,https://bj.ke.com/ershoufang/101102839112.html
懿品阁,660,78042,南沙滩,84.57㎡,67.54㎡,2室2厅1厨1卫,东北,2018-05-24,https://bj.ke.com/ershoufang/101102904508.html
厂洼小区,790,101426,厂洼,77.89㎡,暂无数据,2室1厅1厨1卫,东 南 北,2018-04-02,https://bj.ke.com/ershoufang/101102727402.html
和平街十三区,700,87402,和平里,80.09㎡,55.4㎡,2室1厅1厨1卫,东,2018-02-23,https://bj.ke.com/ershoufang/101102565301.html
和平街十一区,800,76512,和平里,104.56㎡,92.99㎡,2室1厅1厨2卫,东 西,2018-02-26,https://bj.ke.com/ershoufang/101102577600.html
和平西苑,750,78774,和平里,95.21㎡,75.49㎡,2室1厅1厨1卫,东 西,2018-03-06,https://bj.ke.com/ershoufang/101102615183.html
和平街十一区,680,81525,和平里,83.41㎡,58.68㎡,2室2厅1厨1卫,西,2018-06-09,https://bj.ke.com/ershoufang/101102961856.html
和平街十三区,658,88871,和平里,74.04㎡,49.92㎡,2室1厅1厨1卫,西,2018-06-15,https://bj.ke.com/ershoufang/101102983059.html
美丽西园,740,78858,四季青,93.84㎡,暂无数据,2室1厅1厨2卫,南 北,2017-08-20,https://bj.ke.com/ershoufang/101101975796.html
美丽星苑,650,92738,四季青,70.09㎡,59.36㎡,2室1厅1厨1卫,西北,2017-11-09,https://bj.ke.com/ershoufang/101102286305.html
农林科学院宿舍,798,98313,四季青,81.17㎡,68㎡,2室1厅1厨1卫,南 北,2018-01-02,https://bj.ke.com/ershoufang/101102453394.html
美丽西园,700,74596,四季青,93.84㎡,暂无数据,2室1厅1厨2卫,南 北,2018-01-19,https://bj.ke.com/ershoufang/101102502555.html
金雅园,720,79409,四季青,90.67㎡,74.9㎡,2室1厅1厨1卫,南,2018-03-24,https://bj.ke.com/ershoufang/101102694994.html
颐慧佳园,790,95377,四季青,82.83㎡,69.23㎡,2室1厅1厨1卫,东,2018-03-28,https://bj.ke.com/ershoufang/101102709688.html
美丽西园,780,76871,四季青,101.47㎡,暂无数据,2室2厅1厨2卫,南 北,2018-04-02,https://bj.ke.com/ershoufang/101102728643.html
金雅园,730,82365,四季青,88.63㎡,73.21㎡,2室1厅1厨1卫,南 北,2018-04-24,https://bj.ke.com/ershoufang/101102801311.html
望塔园,680,88370,四季青,76.95㎡,暂无数据,2室1厅1厨1卫,东南,2018-05-26,https://bj.ke.com/ershoufang/101102913086.html
望河园,780,98847,四季青,78.91㎡,65.03㎡,2室1厅1厨1卫,东南,2018-06-14,https://bj.ke.com/ershoufang/101102979515.html
颐慧佳园,650,78731,四季青,82.56㎡,63.48㎡,2室1厅1厨1卫,东 南,2018-06-15,https://bj.ke.com/ershoufang/101102983050.html
望塔园,680,83416,四季青,81.52㎡,暂无数据,2室1厅1厨1卫,东南,2018-06-19,https://bj.ke.com/ershoufang/101102995038.html
金雅园,750,84489,四季青,88.77㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-25,https://bj.ke.com/ershoufang/101103015610.html
金雅园,715,80673,四季青,88.63㎡,73.21㎡,2室2厅1厨1卫,南 北,2018-06-26,https://bj.ke.com/ershoufang/101103018558.html
百环地产,750,71212,圆明园,105.32㎡,86.85㎡,2室1厅1厨1卫,西北,2018-02-07,https://bj.ke.com/ershoufang/101102551846.html
百环地产,750,62699,圆明园,119.62㎡,98.64㎡,2室2厅1厨2卫,西南,2018-06-14,https://bj.ke.com/ershoufang/101102977602.html
天居园,720,68312,奥林匹克公园,105.4㎡,83.34㎡,2室1厅1厨2卫,西南,2017-05-03,https://bj.ke.com/ershoufang/101101541449.html
天畅园,650,60725,奥林匹克公园,107.04㎡,84.52㎡,2室1厅1厨2卫,西北,2017-05-25,https://bj.ke.com/ershoufang/101101619949.html
天畅园,800,61111,奥林匹克公园,130.91㎡,103.42㎡,2室1厅1厨1卫,西,2017-09-12,https://bj.ke.com/ershoufang/101102070007.html
澳景花庭,797,89945,奥林匹克公园,88.61㎡,73.35㎡,2室1厅1厨1卫,南 北,2017-09-14,https://bj.ke.com/ershoufang/101102078423.html
天乐园,688,71975,奥林匹克公园,95.59㎡,77.93㎡,2室1厅1厨1卫,南 北,2017-09-28,https://bj.ke.com/ershoufang/101102133913.html
裕瑞轩,699,68136,奥林匹克公园,102.59㎡,85.24㎡,2室1厅1厨1卫,东,2017-11-02,https://bj.ke.com/ershoufang/101102260087.html
天畅园,800,61009,奥林匹克公园,131.13㎡,103.55㎡,2室2厅1厨2卫,西,2017-12-15,https://bj.ke.com/ershoufang/101102401435.html
裕瑞轩,650,72023,奥林匹克公园,90.25㎡,74.98㎡,2室2厅1厨1卫,南 北,2017-12-18,https://bj.ke.com/ershoufang/101102412932.html
万科星园,800,74129,奥林匹克公园,107.92㎡,88.7㎡,2室1厅1厨1卫,东南,2018-01-01,https://bj.ke.com/ershoufang/101102450643.html
林奥嘉园,749,62958,奥林匹克公园,118.97㎡,95.61㎡,2室1厅1厨2卫,西,2018-01-10,https://bj.ke.com/ershoufang/101102477741.html
融域嘉园,750,102488,奥林匹克公园,73.18㎡,60.45㎡,2室1厅1厨1卫,南,2018-01-17,https://bj.ke.com/ershoufang/101102496436.html
畅清园,650,65367,奥林匹克公园,99.44㎡,86.44㎡,2室1厅1厨1卫,南 北,2018-01-17,https://bj.ke.com/ershoufang/101102497972.html
天畅园,750,59662,奥林匹克公园,125.71㎡,94.58㎡,2室2厅1厨1卫,东,2018-01-17,https://bj.ke.com/ershoufang/101102498156.html
裕瑞轩,690,67259,奥林匹克公园,102.59㎡,85.24㎡,2室1厅1厨1卫,东,2018-01-24,https://bj.ke.com/ershoufang/101102514350.html
澳林春天二期,770,73187,奥林匹克公园,105.21㎡,86.44㎡,2室2厅1厨2卫,西南,2018-02-07,https://bj.ke.com/ershoufang/101102551041.html
天畅园,790,60246,奥林匹克公园,131.13㎡,103.55㎡,2室2厅1厨2卫,西,2018-03-09,https://bj.ke.com/ershoufang/101102630442.html
天畅园,750,60193,奥林匹克公园,124.6㎡,93.75㎡,2室2厅1厨1卫,东,2018-03-12,https://bj.ke.com/ershoufang/101102645980.html
天居园,680,64517,奥林匹克公园,105.4㎡,83.34㎡,2室2厅1厨2卫,东南,2018-03-14,https://bj.ke.com/ershoufang/101102653333.html
上元君庭,719,84938,奥林匹克公园,84.65㎡,61.81㎡,2室2厅1厨1卫,南,2018-03-18,https://bj.ke.com/ershoufang/101102671431.html
天乐园,700,72864,奥林匹克公园,96.07㎡,78.01㎡,2室1厅1厨1卫,南 北,2018-03-24,https://bj.ke.com/ershoufang/101102691804.html
天畅园,770,61180,奥林匹克公园,125.86㎡,99.38㎡,2室1厅1厨2卫,南,2018-03-27,https://bj.ke.com/ershoufang/101102705153.html
畅清园,696,70582,奥林匹克公园,98.61㎡,85.76㎡,2室2厅1厨1卫,西南,2018-04-04,https://bj.ke.com/ershoufang/101102734934.html
林奥嘉园,750,63042,奥林匹克公园,118.97㎡,95.61㎡,2室2厅1厨1卫,西,2018-04-05,https://bj.ke.com/ershoufang/101102738050.html
学士居,680,72034,奥林匹克公园,94.4㎡,80.96㎡,2室2厅1厨2卫,南 北,2018-04-11,https://bj.ke.com/ershoufang/101102758553.html
天畅园,700,55684,奥林匹克公园,125.71㎡,94.58㎡,2室2厅1厨1卫,东,2018-04-15,https://bj.ke.com/ershoufang/101102772933.html
天畅园,665,63777,奥林匹克公园,104.27㎡,82.58㎡,2室1厅1厨2卫,东南,2018-04-15,https://bj.ke.com/ershoufang/101102774326.html
畅清园,650,78922,奥林匹克公园,82.36㎡,71.63㎡,2室1厅1厨1卫,南 北,2018-05-01,https://bj.ke.com/ershoufang/101102823744.html
万科星园,800,73686,奥林匹克公园,108.57㎡,88.7㎡,2室1厅1厨1卫,西南,2018-05-02,https://bj.ke.com/ershoufang/101102827806.html
澳景花庭,780,81056,奥林匹克公园,96.23㎡,80.3㎡,2室1厅1厨1卫,南 北,2018-05-19,https://bj.ke.com/ershoufang/101102888373.html
天居园,700,66414,奥林匹克公园,105.4㎡,83.34㎡,2室2厅1厨2卫,东南,2018-05-27,https://bj.ke.com/ershoufang/101102914443.html
天居园,720,68312,奥林匹克公园,105.4㎡,83.34㎡,2室2厅1厨2卫,东南,2018-05-28,https://bj.ke.com/ershoufang/101102920089.html
天居园,700,64445,奥林匹克公园,108.62㎡,86.67㎡,2室1厅1厨2卫,南 西北,2018-06-02,https://bj.ke.com/ershoufang/101102934572.html
天畅园,780,59483,奥林匹克公园,131.13㎡,103.55㎡,2室2厅1厨2卫,西,2018-06-07,https://bj.ke.com/ershoufang/101102956199.html
林奥嘉园,780,65563,奥林匹克公园,118.97㎡,95.61㎡,2室1厅1厨2卫,西,2018-06-22,https://bj.ke.com/ershoufang/101103004164.html
上元君庭,798,69265,奥林匹克公园,115.21㎡,92.27㎡,2室2厅1厨2卫,西,2018-06-25,https://bj.ke.com/ershoufang/101103016425.html
天居园,720,66403,奥林匹克公园,108.43㎡,87㎡,2室2厅1厨2卫,南 西北,2018-06-27,https://bj.ke.com/ershoufang/101103025105.html
海丰园公寓,790,60892,学院路,129.74㎡,1㎡,2室2厅1厨1卫,东 西,2017-10-10,https://bj.ke.com/ershoufang/101102171672.html
文成杰座,795,81732,学院路,97.27㎡,76.61㎡,2室1厅1厨1卫,西,2017-10-13,https://bj.ke.com/ershoufang/101102183735.html
逸成东苑,650,85979,学院路,75.6㎡,暂无数据,2室1厅1厨1卫,南 北,2017-11-02,https://bj.ke.com/ershoufang/101102259948.html
富润家园,760,85538,学院路,88.85㎡,暂无数据,2室1厅1厨1卫,东北,2017-11-08,https://bj.ke.com/ershoufang/101102285110.html
海丰园公寓,750,75287,学院路,99.62㎡,89㎡,2室1厅1厨2卫,东南,2017-11-22,https://bj.ke.com/ershoufang/101102329771.html
富润家园,775,85845,学院路,90.28㎡,暂无数据,2室1厅1厨1卫,东南,2018-03-01,https://bj.ke.com/ershoufang/101102592502.html
静淑东里,800,88663,学院路,90.23㎡,暂无数据,2室1厅1厨1卫,南 西 北,2018-04-24,https://bj.ke.com/ershoufang/101102803708.html
逸成东苑,655,83707,学院路,78.25㎡,暂无数据,2室1厅1厨1卫,西,2018-05-15,https://bj.ke.com/ershoufang/101102874615.html
富润家园,796,82505,学院路,96.48㎡,78㎡,2室1厅1厨1卫,西南,2018-06-09,https://bj.ke.com/ershoufang/101102960878.html
逸成东苑,650,86448,学院路,75.19㎡,暂无数据,2室1厅1厨1卫,西南,2018-06-18,https://bj.ke.com/ershoufang/101102991228.html
上林溪,690,74418,安宁庄,92.72㎡,75.29㎡,2室1厅1厨1卫,西,2018-04-15,https://bj.ke.com/ershoufang/101102771532.html
清上园,720,72145,安宁庄,99.8㎡,85㎡,2室2厅1厨1卫,南 北,2018-05-22,https://bj.ke.com/ershoufang/101102896326.html
上林溪,710,76575,安宁庄,92.72㎡,75.29㎡,2室1厅1厨1卫,西,2018-06-02,https://bj.ke.com/ershoufang/101102938461.html
清上园,790,64333,安宁庄,122.8㎡,100.7㎡,2室2厅1厨2卫,南,2018-06-19,https://bj.ke.com/ershoufang/101102995675.html
清上园,695,62388,安宁庄,111.4㎡,88.56㎡,2室2厅1厨1卫,南,2018-06-27,https://bj.ke.com/ershoufang/101103024486.html
安贞里,785,77793,安贞,100.91㎡,暂无数据,2室1厅1厨1卫,东 西,2017-01-06,https://bj.ke.com/ershoufang/101101046597.html
安贞里,770,76306,安贞,100.91㎡,1㎡,2室1厅1厨1卫,东 西,2017-05-17,https://bj.ke.com/ershoufang/101101593179.html
北京印象,800,79849,定慧寺,100.19㎡,80.34㎡,2室1厅1厨1卫,北,2017-05-08,https://bj.ke.com/ershoufang/101101560333.html
阜成路甲52号院,650,70347,定慧寺,92.4㎡,暂无数据,2室2厅1厨1卫,东 西,2017-05-28,https://bj.ke.com/ershoufang/101101632204.html
定慧福里,650,71895,定慧寺,90.41㎡,69.21㎡,2室1厅1厨1卫,南 北,2017-07-23,https://bj.ke.com/ershoufang/101101850175.html
北京印象,695,75676,定慧寺,91.84㎡,73.22㎡,2室1厅1厨1卫,北,2018-03-05,https://bj.ke.com/ershoufang/101102612679.html
定慧福里,800,77280,定慧寺,103.52㎡,81.88㎡,2室1厅1厨1卫,南 北,2018-03-28,https://bj.ke.com/ershoufang/101102709221.html
定慧福里,795,89933,定慧寺,88.4㎡,72.04㎡,2室1厅1厨1卫,南,2018-04-23,https://bj.ke.com/ershoufang/101102798739.html
定慧福里,799,84631,定慧寺,94.41㎡,74.67㎡,2室1厅1厨1卫,南 北,2018-04-23,https://bj.ke.com/ershoufang/101102799974.html
今典花园,675,99631,小西天,67.75㎡,50㎡,2室1厅1厨1卫,西,2017-11-08,https://bj.ke.com/ershoufang/101102282467.html
今典花园,710,97501,小西天,72.82㎡,60㎡,2室1厅1厨1卫,东 北,2017-11-26,https://bj.ke.com/ershoufang/101102343090.html
师大北路21号院,710,87687,小西天,80.97㎡,57.37㎡,2室1厅1厨1卫,东 西,2017-12-08,https://bj.ke.com/ershoufang/101102381067.html
今典花园,660,96520,小西天,68.38㎡,55.73㎡,2室1厅1厨1卫,南,2018-01-11,https://bj.ke.com/ershoufang/101102479145.html
今典花园,710,92412,小西天,76.83㎡,59.22㎡,2室1厅1厨1卫,西北,2018-04-17,https://bj.ke.com/ershoufang/101102778592.html
文慧园北路4号院,652,94906,小西天,68.7㎡,暂无数据,2室1厅1厨1卫,东 西,2018-05-17,https://bj.ke.com/ershoufang/101102880320.html
今典花园,695,95599,小西天,72.7㎡,暂无数据,2室1厅1厨1卫,南,2018-05-30,https://bj.ke.com/ershoufang/101102924425.html
师大北路21号院,760,93862,小西天,80.97㎡,暂无数据,2室1厅1厨1卫,东 西,2018-06-10,https://bj.ke.com/ershoufang/101102964572.html
今典花园,675,99047,小西天,68.15㎡,44.87㎡,2室1厅1厨1卫,西,2018-06-11,https://bj.ke.com/ershoufang/101102968859.html
今典花园,670,85876,小西天,78.02㎡,59.81㎡,2室1厅1厨1卫,东北,2018-06-16,https://bj.ke.com/ershoufang/101102985056.html
胜古家园,660,89383,惠新西街,73.84㎡,50.32㎡,2室1厅1厨1卫,东南,2017-07-21,https://bj.ke.com/ershoufang/101101841236.html
千鹤家园,730,66991,惠新西街,108.97㎡,92.96㎡,2室1厅1厨1卫,东南,2017-07-29,https://bj.ke.com/ershoufang/101101879707.html
千鹤家园,770,73968,惠新西街,104.1㎡,88.3㎡,2室1厅1厨1卫,西南,2018-05-07,https://bj.ke.com/ershoufang/101102848857.html
惠中园,780,77481,惠新西街,100.67㎡,暂无数据,2室1厅1厨1卫,西,2018-06-12,https://bj.ke.com/ershoufang/101102973276.html
五月华庭,666,90025,新街口,73.98㎡,54.46㎡,2室1厅1厨1卫,东南,2018-04-23,https://bj.ke.com/ershoufang/101102800550.html
文慧园路2号院,680,99956,新街口,68.03㎡,47.82㎡,2室1厅1厨1卫,南 北,2018-05-10,https://bj.ke.com/ershoufang/101102857668.html
保利西山林语,675,69710,海淀北部新区,96.83㎡,77.89㎡,2室1厅1厨1卫,南 北,2016-11-24,https://bj.ke.com/ershoufang/101100876992.html
冠城大通百旺府,800,74676,海淀北部新区,107.13㎡,89.94㎡,2室2厅1厨2卫,南 北,2017-12-02,https://bj.ke.com/ershoufang/101102362216.html
保利西山林语,650,71249,海淀北部新区,91.23㎡,75.95㎡,2室1厅1厨1卫,南 北,2018-01-23,https://bj.ke.com/ershoufang/101102513991.html
保利西山林语,650,77381,海淀北部新区,84㎡,69.9㎡,2室2厅1厨1卫,南 北,2018-03-10,https://bj.ke.com/ershoufang/101102632863.html
冠城大通百旺府,760,70942,海淀北部新区,107.13㎡,89.94㎡,2室1厅1厨2卫,南 北,2018-03-31,https://bj.ke.com/ershoufang/101102717227.html
冠城大通百旺府,650,64249,海淀北部新区,101.17㎡,83.58㎡,2室2厅1厨1卫,西南,2018-04-12,https://bj.ke.com/ershoufang/101102763904.html
冠城大通百旺府,650,74894,海淀北部新区,86.79㎡,68.62㎡,2室1厅1厨1卫,南,2018-04-29,https://bj.ke.com/ershoufang/101102820367.html
冠城大通百旺府,780,67697,海淀北部新区,115.22㎡,93.81㎡,2室2厅1厨1卫,南 北,2018-05-24,https://bj.ke.com/ershoufang/101102905948.html
冠城大通百旺府,650,64021,海淀北部新区,101.53㎡,83.88㎡,2室1厅1厨1卫,西南,2018-05-30,https://bj.ke.com/ershoufang/101102923033.html
保利西山林语,660,68323,海淀北部新区,96.6㎡,79.28㎡,2室1厅1厨1卫,南 北,2018-06-16,https://bj.ke.com/ershoufang/101102983237.html
冠城大通百旺府,650,66688,海淀北部新区,97.47㎡,82.83㎡,2室1厅1厨1卫,南 北,2018-06-19,https://bj.ke.com/ershoufang/101102995126.html
正源尚峰尚水,670,62805,海淀北部新区,106.68㎡,91.41㎡,2室1厅1厨1卫,南 北,2018-06-24,https://bj.ke.com/ershoufang/101103014545.html
永泰园,660,59990,清河,110.02㎡,95.08㎡,2室2厅1厨1卫,西 北,2017-06-23,https://bj.ke.com/ershoufang/101101729917.html
清景园,670,67568,清河,99.16㎡,80.26㎡,2室1厅1厨1卫,南 北,2017-09-16,https://bj.ke.com/ershoufang/101102085163.html
永泰园,750,57261,清河,130.98㎡,113.77㎡,2室1厅1厨1卫,东南,2017-09-16,https://bj.ke.com/ershoufang/101102089324.html
清景园,650,66118,清河,98.31㎡,80.55㎡,2室1厅1厨1卫,南 北,2017-09-30,https://bj.ke.com/ershoufang/101102144178.html
怡清园,770,67255,清河,114.49㎡,102.79㎡,2室2厅1厨1卫,南,2017-10-16,https://bj.ke.com/ershoufang/101102199024.html
观景园,718,79320,清河,90.52㎡,79.85㎡,2室1厅1厨1卫,南 北,2017-11-06,https://bj.ke.com/ershoufang/101102277936.html
强佑清河新城,668,76169,清河,87.7㎡,70.45㎡,2室1厅1厨1卫,东,2017-11-08,https://bj.ke.com/ershoufang/101102284725.html
怡清园,770,68022,清河,113.2㎡,101.68㎡,2室1厅1厨1卫,东 南,2017-11-20,https://bj.ke.com/ershoufang/101102323084.html
清缘东里,678,75941,清河,89.28㎡,76.07㎡,2室1厅1厨1卫,西南,2017-11-25,https://bj.ke.com/ershoufang/101102339576.html
强佑清河新城,675,68390,清河,98.7㎡,77.1㎡,2室1厅1厨1卫,东,2017-12-03,https://bj.ke.com/ershoufang/101102364069.html
观景园,700,76553,清河,91.44㎡,77.24㎡,2室1厅1厨1卫,南 北,2017-12-03,https://bj.ke.com/ershoufang/101102366988.html
宝盛里,700,64707,清河,108.18㎡,暂无数据,2室1厅1厨1卫,东 西,2017-12-15,https://bj.ke.com/ershoufang/101102402579.html
清景园,680,67414,清河,100.87㎡,80.16㎡,2室1厅1厨1卫,南,2018-02-04,https://bj.ke.com/ershoufang/101102544264.html
观景园,678,79031,清河,85.79㎡,75.67㎡,2室1厅1厨1卫,西南,2018-02-23,https://bj.ke.com/ershoufang/101102560916.html
强佑清河新城,695,72351,清河,96.06㎡,75.04㎡,2室2厅1厨1卫,西南,2018-02-25,https://bj.ke.com/ershoufang/101102571853.html
观景园,722,79788,清河,90.49㎡,79.85㎡,2室1厅1厨1卫,南 北,2018-02-25,https://bj.ke.com/ershoufang/101102575539.html
观景园,680,74366,清河,91.44㎡,77.24㎡,2室1厅1厨1卫,南 北,2018-02-28,https://bj.ke.com/ershoufang/101102589730.html
清缘东里,650,70515,清河,92.18㎡,78.54㎡,2室2厅1厨1卫,南 北,2018-03-05,https://bj.ke.com/ershoufang/101102611643.html
观景园,700,77726,清河,90.06㎡,79.58㎡,2室1厅1厨1卫,南 北,2018-03-06,https://bj.ke.com/ershoufang/101102616960.html
清景园,680,67241,清河,101.13㎡,80.16㎡,2室1厅1厨1卫,南,2018-03-09,https://bj.ke.com/ershoufang/101102628437.html
强佑清河新城,685,73302,清河,93.45㎡,73.86㎡,2室1厅1厨1卫,西南,2018-03-17,https://bj.ke.com/ershoufang/101102663423.html
橡树湾,670,93799,清河,71.43㎡,56.09㎡,2室1厅1厨1卫,东,2018-03-22,https://bj.ke.com/ershoufang/101102682737.html
观澳园,680,65777,清河,103.38㎡,暂无数据,2室2厅1厨1卫,南 北,2018-03-31,https://bj.ke.com/ershoufang/101102718295.html
观景园,650,71085,清河,91.44㎡,77.24㎡,2室1厅1厨1卫,南 北,2018-04-02,https://bj.ke.com/ershoufang/101102728108.html
观林园,765,77281,清河,98.99㎡,83.33㎡,2室2厅1厨2卫,南 北,2018-04-06,https://bj.ke.com/ershoufang/101102740795.html
莱圳家园,650,69803,清河,93.12㎡,75.16㎡,2室1厅1厨1卫,南 北,2018-04-10,https://bj.ke.com/ershoufang/101102754893.html
世华龙樾,650,85538,清河,75.99㎡,62.66㎡,2室1厅1厨1卫,南 北,2018-04-14,https://bj.ke.com/ershoufang/101102771431.html
莱圳家园,680,71512,清河,95.09㎡,74.85㎡,2室2厅1厨1卫,东 南 西,2018-04-16,https://bj.ke.com/ershoufang/101102776591.html
清景园,650,65413,清河,99.37㎡,80.43㎡,2室1厅1厨1卫,南 北,2018-04-19,https://bj.ke.com/ershoufang/101102786416.html
清景园,680,68198,清河,99.71㎡,79.24㎡,2室1厅1厨1卫,南 北,2018-04-24,https://bj.ke.com/ershoufang/101102801456.html
力度家园,705,61246,清河,115.11㎡,91.14㎡,2室2厅1厨2卫,南,2018-04-30,https://bj.ke.com/ershoufang/101102822493.html
观澳园,720,78784,清河,91.39㎡,75.77㎡,2室1厅0厨1卫,东 西,2018-04-30,https://bj.ke.com/ershoufang/101102823582.html
燕清源,700,67095,清河,104.33㎡,83.19㎡,2室1厅1厨1卫,南 西 北,2018-05-04,https://bj.ke.com/ershoufang/101102834806.html
