xiaoqu,total_price,unit_price,region,build_area,house_area,room,orientations,guapai_time,url
莱圳家园,680,69092,清河,98.42㎡,76.42㎡,2室1厅1厨1卫,南 北,2018-05-06,https://bj.ke.com/ershoufang/101102841616.html
观景园,668,72918,清河,91.61㎡,77.38㎡,2室1厅1厨1卫,南 北,2018-05-07,https://bj.ke.com/ershoufang/101102848282.html
力度家园,700,63493,清河,110.25㎡,86.44㎡,2室2厅1厨2卫,南 北,2018-05-09,https://bj.ke.com/ershoufang/101102854489.html
观澳园,680,70219,清河,96.84㎡,85.32㎡,2室1厅1厨1卫,南 北,2018-05-17,https://bj.ke.com/ershoufang/101102879046.html
强佑清河新城,650,74303,清河,87.48㎡,70.27㎡,2室1厅1厨1卫,西南,2018-05-18,https://bj.ke.com/ershoufang/101102885161.html
莱圳家园,700,71531,清河,97.86㎡,75.98㎡,2室2厅1厨1卫,南 北,2018-05-19,https://bj.ke.com/ershoufang/101102886751.html
莱圳家园,690,70108,清河,98.42㎡,76.42㎡,2室2厅1厨1卫,南 北,2018-05-20,https://bj.ke.com/ershoufang/101102889982.html
永泰园,720,54042,清河,133.23㎡,暂无数据,2室2厅1厨2卫,西,2018-05-24,https://bj.ke.com/ershoufang/101102906294.html
永泰园,650,59296,清河,109.62㎡,95.08㎡,2室2厅1厨1卫,西,2018-05-25,https://bj.ke.com/ershoufang/101102907138.html
燕清源,750,61759,清河,121.44㎡,95.72㎡,2室2厅1厨2卫,南,2018-05-26,https://bj.ke.com/ershoufang/101102909756.html
清缘东里,680,75014,清河,90.65㎡,78.86㎡,2室1厅1厨1卫,南 北,2018-05-28,https://bj.ke.com/ershoufang/101102917618.html
强佑清河新城,660,74409,清河,88.7㎡,70.74㎡,2室1厅1厨1卫,西,2018-05-28,https://bj.ke.com/ershoufang/101102919924.html
永泰园,708,63080,清河,112.24㎡,暂无数据,2室2厅1厨1卫,南 北,2018-05-29,https://bj.ke.com/ershoufang/101102920552.html
怡清园,760,66382,清河,114.49㎡,102.79㎡,2室1厅1厨1卫,南,2018-05-29,https://bj.ke.com/ershoufang/101102922205.html
强佑清河新城,688,73623,清河,93.45㎡,73.86㎡,2室1厅1厨1卫,西南,2018-06-02,https://bj.ke.com/ershoufang/101102938467.html
永泰园,650,75793,清河,85.76㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-09,https://bj.ke.com/ershoufang/101102962943.html
观澳园,700,69000,清河,101.45㎡,93.63㎡,2室1厅1厨2卫,南 北,2018-06-17,https://bj.ke.com/ershoufang/101102987263.html
永泰园,700,63625,清河,110.02㎡,95.08㎡,2室2厅1厨1卫,东,2018-06-20,https://bj.ke.com/ershoufang/101102996462.html
观景园,695,76694,清河,90.62㎡,79.85㎡,2室1厅1厨1卫,南 北,2018-06-20,https://bj.ke.com/ershoufang/101102997077.html
永泰园,670,56761,清河,118.04㎡,102.39㎡,2室1厅1厨1卫,西南,2018-06-25,https://bj.ke.com/ershoufang/101103015989.html
华盛家园,785,76103,牡丹园,103.15㎡,暂无数据,2室1厅1厨1卫,西北,2017-02-15,https://bj.ke.com/ershoufang/101101178318.html
都景苑,800,74774,牡丹园,106.99㎡,87.34㎡,2室1厅1厨1卫,西北,2017-09-01,https://bj.ke.com/ershoufang/101102025603.html
中鑫嘉园,788,84495,牡丹园,93.26㎡,72.61㎡,2室1厅1厨1卫,西北,2017-10-15,https://bj.ke.com/ershoufang/101102194099.html
邮科社区,780,94192,牡丹园,82.81㎡,暂无数据,2室1厅1厨1卫,东北,2018-03-11,https://bj.ke.com/ershoufang/101102640435.html
中鑫嘉园,790,81503,牡丹园,96.93㎡,暂无数据,2室1厅1厨1卫,东北,2018-05-23,https://bj.ke.com/ershoufang/101102900812.html
邮科社区,800,96607,牡丹园,82.81㎡,55.91㎡,2室1厅1厨1卫,东北,2018-05-26,https://bj.ke.com/ershoufang/101102912324.html
玉海园三里,675,77117,玉泉路,87.53㎡,暂无数据,2室2厅1厨1卫,南 北,2017-04-08,https://bj.ke.com/ershoufang/101101448483.html
玉阜嘉园,670,72409,玉泉路,92.53㎡,78.83㎡,2室1厅1厨1卫,东 北,2017-09-28,https://bj.ke.com/ershoufang/101102136533.html
玉阜嘉园,780,68614,玉泉路,113.68㎡,97.8㎡,2室1厅1厨2卫,西北,2017-10-16,https://bj.ke.com/ershoufang/101102197847.html
玉阜嘉园,780,68614,玉泉路,113.68㎡,97.8㎡,2室2厅1厨2卫,东北,2018-02-08,https://bj.ke.com/ershoufang/101102551954.html
玉阜嘉园,670,71133,玉泉路,94.19㎡,77.89㎡,2室1厅1厨1卫,西,2018-04-04,https://bj.ke.com/ershoufang/101102732499.html
玉阜嘉园,760,70195,玉泉路,108.27㎡,89.53㎡,2室1厅1厨1卫,东 西,2018-05-12,https://bj.ke.com/ershoufang/101102863451.html
玉阜嘉园,780,73329,玉泉路,106.37㎡,87.96㎡,2室1厅1厨2卫,西,2018-05-16,https://bj.ke.com/ershoufang/101102875066.html
玉阜嘉园,730,70991,玉泉路,102.83㎡,85.03㎡,2室1厅1厨2卫,西,2018-06-17,https://bj.ke.com/ershoufang/101102987884.html
玉海园五里,660,80488,玉泉路,82㎡,暂无数据,2室1厅1厨1卫,南 东 西,2018-06-23,https://bj.ke.com/ershoufang/101103011002.html
玉阜嘉园,715,72413,玉泉路,98.74㎡,暂无数据,2室1厅1厨1卫,东 西,2018-06-25,https://bj.ke.com/ershoufang/101103015785.html
海赋国际,695,103269,甘家口,67.3㎡,56.48㎡,2室1厅1厨1卫,东北,2017-12-16,https://bj.ke.com/ershoufang/101102406202.html
高第小区,780,92604,甘家口,84.23㎡,66.48㎡,2室1厅1厨1卫,西北,2018-01-30,https://bj.ke.com/ershoufang/101102530968.html
景熙国际,780,82357,甘家口,94.71㎡,75㎡,2室2厅1厨1卫,东南,2018-04-24,https://bj.ke.com/ershoufang/101102801108.html
乐府江南,780,94891,田村,82.2㎡,70.68㎡,2室1厅1厨2卫,西北,2017-03-25,https://bj.ke.com/ershoufang/101101386819.html
乐府江南,781,94897,田村,82.3㎡,70.77㎡,2室1厅1厨2卫,西北,2017-07-05,https://bj.ke.com/ershoufang/101101779486.html
自由度,720,60277,田村,119.45㎡,97.17㎡,2室2厅1厨2卫,东北,2017-09-17,https://bj.ke.com/ershoufang/101102091376.html
碧森里,720,78905,田村,91.25㎡,76.76㎡,2室2厅1厨1卫,南 北,2017-12-04,https://bj.ke.com/ershoufang/101102367988.html
西山洋房,650,72416,田村,89.76㎡,73.9㎡,2室1厅1厨1卫,南 北,2018-01-06,https://bj.ke.com/ershoufang/101102465577.html
雅世合金公寓,679,94332,田村,71.98㎡,57.72㎡,2室1厅1厨2卫,东,2018-01-18,https://bj.ke.com/ershoufang/101102499466.html
永达逸家,660,65731,田村,100.41㎡,86.74㎡,2室1厅1厨1卫,南 北,2018-02-04,https://bj.ke.com/ershoufang/101102544032.html
兰德华庭,780,76992,田村,101.31㎡,84.31㎡,2室1厅1厨1卫,南 西,2018-03-30,https://bj.ke.com/ershoufang/101102715458.html
景宜里,668,68753,田村,97.16㎡,83.74㎡,2室1厅1厨1卫,南,2018-04-15,https://bj.ke.com/ershoufang/101102772049.html
景宜里,718,74777,田村,96.02㎡,83.49㎡,2室1厅1厨1卫,南 北,2018-04-18,https://bj.ke.com/ershoufang/101102782636.html
熙湖,780,66519,田村,117.26㎡,96.48㎡,2室2厅1厨2卫,南 北,2018-04-19,https://bj.ke.com/ershoufang/101102786293.html
绿谷雅园,650,57974,田村,112.12㎡,100.58㎡,2室2厅1厨1卫,南 北,2018-04-21,https://bj.ke.com/ershoufang/101102792710.html
永达逸家,680,68328,田村,99.52㎡,85.8㎡,2室1厅1厨2卫,西北,2018-04-28,https://bj.ke.com/ershoufang/101102816268.html
熙湖,748,64920,田村,115.22㎡,96.28㎡,2室2厅1厨2卫,东 西,2018-05-05,https://bj.ke.com/ershoufang/101102840369.html
熙湖,800,69433,田村,115.22㎡,96.28㎡,2室2厅1厨2卫,东 西,2018-05-05,https://bj.ke.com/ershoufang/101102840494.html
雅世合金公寓,790,92301,田村,85.59㎡,69.73㎡,2室1厅1厨1卫,东南,2018-05-13,https://bj.ke.com/ershoufang/101102868828.html
田村33号院,680,65047,田村,104.54㎡,暂无数据,2室1厅1厨1卫,南,2018-05-16,https://bj.ke.com/ershoufang/101102878300.html
丹青府,750,85725,田村,87.49㎡,70.13㎡,2室1厅1厨1卫,南 北,2018-05-16,https://bj.ke.com/ershoufang/101102878851.html
雅世合金公寓,670,91182,田村,73.48㎡,58.93㎡,2室1厅1厨1卫,东,2018-05-25,https://bj.ke.com/ershoufang/101102909054.html
雅世合金公寓,800,88477,田村,90.42㎡,72.51㎡,2室1厅1厨2卫,东 西,2018-05-27,https://bj.ke.com/ershoufang/101102916623.html
雪芳园,749,71395,田村,104.91㎡,89.22㎡,2室2厅1厨1卫,南 西,2018-05-31,https://bj.ke.com/ershoufang/101102928506.html
熙湖,760,66220,田村,114.77㎡,95.9㎡,2室1厅1厨2卫,东 西,2018-06-04,https://bj.ke.com/ershoufang/101102943368.html
绿谷雅园,720,67404,田村,106.82㎡,96.04㎡,2室1厅1厨1卫,南 北,2018-06-22,https://bj.ke.com/ershoufang/101103003997.html
学院派,680,79172,皂君庙,85.89㎡,63.67㎡,2室1厅1厨1卫,东,2018-03-04,https://bj.ke.com/ershoufang/101102607528.html
文林大厦,655,62139,皂君庙,105.41㎡,79.06㎡,2室1厅1厨1卫,东南,2018-05-20,https://bj.ke.com/ershoufang/101102890438.html
学院派,680,79172,皂君庙,85.89㎡,63.67㎡,2室1厅1厨1卫,西,2018-05-28,https://bj.ke.com/ershoufang/101102919369.html
太月园,790,94589,知春路,83.52㎡,75㎡,2室1厅1厨1卫,东南,2017-08-27,https://bj.ke.com/ershoufang/101102003262.html
汉荣家园,680,80914,知春路,84.04㎡,暂无数据,2室2厅1厨1卫,东,2017-10-06,https://bj.ke.com/ershoufang/101102158967.html
太月园,750,83940,知春路,89.35㎡,暂无数据,2室1厅1厨1卫,南 西,2017-12-08,https://bj.ke.com/ershoufang/101102379771.html
太阳园,750,97013,知春路,77.31㎡,62.75㎡,2室1厅1厨1卫,东南,2017-12-27,https://bj.ke.com/ershoufang/101102438533.html
碧兴园,755,84001,知春路,89.88㎡,72.12㎡,2室1厅1厨1卫,西,2018-02-01,https://bj.ke.com/ershoufang/101102537188.html
碧兴园,760,99607,知春路,76.3㎡,61.26㎡,2室1厅1厨1卫,南,2018-03-03,https://bj.ke.com/ershoufang/101102604567.html
罗庄南里,700,81920,知春路,85.45㎡,暂无数据,2室2厅1厨1卫,南 北,2018-03-16,https://bj.ke.com/ershoufang/101102658887.html
汉荣家园,738,87545,知春路,84.3㎡,暂无数据,2室1厅1厨1卫,西南,2018-03-30,https://bj.ke.com/ershoufang/101102713399.html
锦秋知春,800,93524,知春路,85.54㎡,暂无数据,2室1厅1厨1卫,西北,2018-03-31,https://bj.ke.com/ershoufang/101102718452.html
太月园,800,89396,知春路,89.49㎡,暂无数据,2室1厅1厨1卫,东南,2018-03-31,https://bj.ke.com/ershoufang/101102720937.html
太月园,790,87788,知春路,89.99㎡,75㎡,2室1厅1厨1卫,东南,2018-05-27,https://bj.ke.com/ershoufang/101102914170.html
汉荣家园,738,87545,知春路,84.3㎡,暂无数据,2室1厅1厨1卫,西,2018-06-16,https://bj.ke.com/ershoufang/101102986369.html
汉荣家园,740,88054,知春路,84.04㎡,暂无数据,2室2厅1厨1卫,东,2018-06-18,https://bj.ke.com/ershoufang/101102990487.html
豪柏大厦,800,38020,紫竹桥,210.42㎡,151.8㎡,2室1厅0厨1卫,西南,2017-06-02,https://bj.ke.com/ershoufang/101101650841.html
气象西苑,700,77943,紫竹桥,89.81㎡,暂无数据,2室1厅1厨1卫,东,2018-03-10,https://bj.ke.com/ershoufang/101102633870.html
世纪新景,700,87261,紫竹桥,80.22㎡,67.79㎡,2室1厅1厨1卫,西北,2018-04-03,https://bj.ke.com/ershoufang/101102729121.html
豪柏国际公寓,665,79575,紫竹桥,83.57㎡,65.9㎡,2室1厅1厨1卫,西南,2018-05-09,https://bj.ke.com/ershoufang/101102853469.html
豪柏国际公寓,680,82948,紫竹桥,81.98㎡,64.65㎡,2室1厅1厨1卫,东南,2018-05-18,https://bj.ke.com/ershoufang/101102883963.html
三虎桥南路25号院,650,91037,紫竹桥,71.4㎡,暂无数据,2室1厅1厨1卫,东 南 北,2018-05-24,https://bj.ke.com/ershoufang/101102904327.html
芍药居北里,700,75051,芍药居,93.27㎡,75.79㎡,2室1厅1厨1卫,西南,2016-12-11,https://bj.ke.com/ershoufang/101100949666.html
芍药居北里,745,73880,芍药居,100.84㎡,81.55㎡,2室1厅1厨1卫,南,2017-02-06,https://bj.ke.com/ershoufang/101101122595.html
芍药居北里,780,75276,芍药居,103.62㎡,82.83㎡,2室1厅1厨1卫,东 东南,2017-07-16,https://bj.ke.com/ershoufang/101101825071.html
绿雅阁,760,74437,芍药居,102.1㎡,83.71㎡,2室1厅1厨1卫,东,2017-09-12,https://bj.ke.com/ershoufang/101102069354.html
芍药居北里,660,71091,芍药居,92.84㎡,75.82㎡,2室1厅1厨1卫,东 东南,2017-11-26,https://bj.ke.com/ershoufang/101102342014.html
芍药居北里,735,75393,芍药居,97.49㎡,75.59㎡,2室1厅1厨1卫,西,2017-12-11,https://bj.ke.com/ershoufang/101102390747.html
芍药居北里,680,69751,芍药居,97.49㎡,暂无数据,2室1厅1厨1卫,西,2017-12-11,https://bj.ke.com/ershoufang/101102390803.html
绿雅阁,730,75336,芍药居,96.9㎡,78.88㎡,2室1厅1厨1卫,东,2017-12-28,https://bj.ke.com/ershoufang/101102439785.html
吉利家园,799,69346,芍药居,115.22㎡,93.96㎡,2室1厅1厨1卫,西,2017-12-30,https://bj.ke.com/ershoufang/101102444729.html
芍药居北里,715,82870,芍药居,86.28㎡,70.46㎡,2室1厅1厨1卫,东南,2018-01-07,https://bj.ke.com/ershoufang/101102470309.html
芍药居北里,800,74935,芍药居,106.76㎡,85.39㎡,2室1厅1厨1卫,东 西,2018-01-12,https://bj.ke.com/ershoufang/101102482471.html
芍药居北里,750,78840,芍药居,95.13㎡,73.45㎡,2室1厅1厨1卫,南 北,2018-01-30,https://bj.ke.com/ershoufang/101102531983.html
世嘉座,780,85070,芍药居,91.69㎡,75.82㎡,2室1厅1厨1卫,西,2018-01-31,https://bj.ke.com/ershoufang/101102532324.html
芍药居北里,760,82421,芍药居,92.21㎡,72.55㎡,2室1厅1厨1卫,西南,2018-02-28,https://bj.ke.com/ershoufang/101102590154.html
芍药居北里,685,77806,芍药居,88.04㎡,68.26㎡,2室1厅1厨1卫,西,2018-03-02,https://bj.ke.com/ershoufang/101102597617.html
芍药居北里,750,77898,芍药居,96.28㎡,78.63㎡,2室1厅1厨1卫,东南,2018-03-12,https://bj.ke.com/ershoufang/101102645191.html
世捷座,760,82332,芍药居,92.31㎡,78.84㎡,2室1厅1厨1卫,西南,2018-03-30,https://bj.ke.com/ershoufang/101102713151.html
世嘉座,755,82343,芍药居,91.69㎡,75.82㎡,2室1厅1厨1卫,西,2018-04-02,https://bj.ke.com/ershoufang/101102727061.html
芍药居北里,720,71621,芍药居,100.53㎡,82.1㎡,2室1厅1厨1卫,南 北,2018-04-11,https://bj.ke.com/ershoufang/101102758099.html
芍药居北里,750,79056,芍药居,94.87㎡,75.72㎡,2室1厅1厨1卫,南 北,2018-04-15,https://bj.ke.com/ershoufang/101102772031.html
芍药居北里,680,73245,芍药居,92.84㎡,75.82㎡,2室1厅1厨1卫,东南,2018-04-20,https://bj.ke.com/ershoufang/101102791069.html
吉利家园,775,64686,芍药居,119.81㎡,暂无数据,2室1厅1厨1卫,西,2018-04-21,https://bj.ke.com/ershoufang/101102793453.html
芍药居北里,700,79864,芍药居,87.65㎡,暂无数据,2室1厅1厨1卫,西南 西,2018-04-23,https://bj.ke.com/ershoufang/101102800504.html
芍药居北里,720,79974,芍药居,90.03㎡,73.52㎡,2室1厅1厨1卫,东,2018-05-04,https://bj.ke.com/ershoufang/101102836822.html
世嘉座,700,76345,芍药居,91.69㎡,75.82㎡,2室1厅1厨1卫,东,2018-05-14,https://bj.ke.com/ershoufang/101102869607.html
芍药居甲2号院,800,79208,芍药居,101㎡,82㎡,2室1厅1厨1卫,南,2018-05-18,https://bj.ke.com/ershoufang/101102884103.html
芍药居北里,720,84044,芍药居,85.67㎡,69.96㎡,2室1厅1厨2卫,东 南,2018-05-23,https://bj.ke.com/ershoufang/101102902733.html
芍药居北里,750,79198,芍药居,94.7㎡,75.71㎡,2室1厅1厨1卫,南 北,2018-05-28,https://bj.ke.com/ershoufang/101102917398.html
东方城,798,67411,芍药居,118.38㎡,95.79㎡,2室2厅1厨1卫,东南,2018-05-29,https://bj.ke.com/ershoufang/101102921233.html
芍药居北里,730,72616,芍药居,100.53㎡,82.1㎡,2室1厅1厨1卫,南 北,2018-06-01,https://bj.ke.com/ershoufang/101102934439.html
世捷座,741,87890,芍药居,84.31㎡,72.01㎡,2室1厅1厨1卫,西,2018-06-04,https://bj.ke.com/ershoufang/101102945219.html
吉利家园,775,67263,芍药居,115.22㎡,93.96㎡,2室1厅1厨1卫,东,2018-06-07,https://bj.ke.com/ershoufang/101102956178.html
芍药居北里,760,86335,芍药居,88.03㎡,70.26㎡,2室1厅1厨1卫,南,2018-06-23,https://bj.ke.com/ershoufang/101103009691.html
芍药居北里,770,85480,芍药居,90.08㎡,71.68㎡,2室1厅1厨1卫,南,2018-06-23,https://bj.ke.com/ershoufang/101103009772.html
芍药居北里,650,76444,芍药居,85.03㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-26,https://bj.ke.com/ershoufang/101103021017.html
艾瑟顿,770,74940,苏州桥,102.75㎡,72.76㎡,2室1厅1厨1卫,西 东北,2017-02-15,https://bj.ke.com/ershoufang/101101175073.html
紫金庄园,770,82975,苏州桥,92.8㎡,80㎡,2室1厅1厨1卫,东,2018-03-20,https://bj.ke.com/ershoufang/101102677764.html
万泉河62号院,750,93133,苏州桥,80.53㎡,54.42㎡,2室1厅1厨1卫,东南,2018-04-11,https://bj.ke.com/ershoufang/101102759350.html
稻香园西里,740,107935,苏州桥,68.56㎡,暂无数据,2室1厅1厨1卫,东 西,2018-05-14,https://bj.ke.com/ershoufang/101102869483.html
大河庄苑,780,112344,苏州桥,69.43㎡,58.25㎡,2室1厅1厨1卫,东南,2018-05-22,https://bj.ke.com/ershoufang/101102897232.html
大河庄苑,780,112344,苏州桥,69.43㎡,58.25㎡,2室1厅1厨1卫,西南,2018-06-10,https://bj.ke.com/ershoufang/101102966037.html
万泉河62号院,750,90156,苏州桥,83.19㎡,暂无数据,2室1厅1厨1卫,北,2018-06-18,https://bj.ke.com/ershoufang/101102992596.html
育新花园,660,71654,西三旗,92.11㎡,64.01㎡,2室1厅1厨1卫,西北,2017-10-07,https://bj.ke.com/ershoufang/101102161477.html
新康园,650,55123,西三旗,117.92㎡,95.8㎡,2室1厅1厨2卫,东 西北,2018-01-07,https://bj.ke.com/ershoufang/101102469881.html
育新花园,660,71654,西三旗,92.11㎡,64.01㎡,2室1厅1厨1卫,东南,2018-03-09,https://bj.ke.com/ershoufang/101102628462.html
枫丹丽舍,730,74105,西三旗,98.51㎡,89.1㎡,2室1厅1厨1卫,南 北,2018-05-29,https://bj.ke.com/ershoufang/101102922785.html
枫丹丽舍,786,70305,西三旗,111.8㎡,102.5㎡,2室2厅1厨1卫,南 北,2018-06-09,https://bj.ke.com/ershoufang/101102963332.html
枫丹丽舍,750,71971,西三旗,104.21㎡,95.04㎡,2室2厅1厨1卫,南 北,2018-06-21,https://bj.ke.com/ershoufang/101103000760.html
博雅德园,665,73514,西二旗,90.46㎡,74.87㎡,2室1厅1厨1卫,南 北,2017-10-04,https://bj.ke.com/ershoufang/101102152573.html
领秀新硅谷2号院,680,83972,西二旗,80.98㎡,71.18㎡,2室1厅1厨1卫,东 西,2018-03-13,https://bj.ke.com/ershoufang/101102648917.html
领秀新硅谷2号院,690,78939,西二旗,87.41㎡,73.14㎡,2室1厅1厨1卫,南,2018-05-15,https://bj.ke.com/ershoufang/101102874710.html
领秀新硅谷1号院,800,83595,西二旗,95.7㎡,81.78㎡,2室1厅1厨1卫,南 北,2018-05-26,https://bj.ke.com/ershoufang/101102912073.html
领秀新硅谷2号院,720,82371,西二旗,87.41㎡,73.14㎡,2室2厅1厨1卫,南,2018-06-11,https://bj.ke.com/ershoufang/101102968113.html
博雅德园,720,69458,西二旗,103.66㎡,84.07㎡,2室2厅1厨1卫,南,2018-06-21,https://bj.ke.com/ershoufang/101103000328.html
博雅德园,650,68733,西二旗,94.57㎡,80.84㎡,2室1厅1厨1卫,南,2018-06-22,https://bj.ke.com/ershoufang/101103004150.html
百旺茉莉园,768,88023,西北旺,87.25㎡,74.5㎡,2室1厅1厨1卫,东南,2017-09-13,https://bj.ke.com/ershoufang/101102073602.html
百旺茉莉园,738,83702,西北旺,88.17㎡,75.33㎡,2室1厅1厨1卫,南,2018-05-16,https://bj.ke.com/ershoufang/101102876164.html
百旺茉莉园,750,85960,西北旺,87.25㎡,74.5㎡,2室1厅1厨1卫,南,2018-05-19,https://bj.ke.com/ershoufang/101102885869.html
润千秋佳苑,670,83521,西北旺,80.22㎡,66.36㎡,2室1厅1厨1卫,东 西,2018-06-18,https://bj.ke.com/ershoufang/101102990370.html
远洋风景,720,98820,西直门,72.86㎡,暂无数据,2室1厅1厨1卫,东 西,2017-11-11,https://bj.ke.com/ershoufang/101102293630.html
海云轩,715,76129,西直门,93.92㎡,72.56㎡,2室1厅1厨1卫,西,2017-11-18,https://bj.ke.com/ershoufang/101102316114.html
高梁桥斜街乙40号院,778,98932,西直门,78.64㎡,暂无数据,2室1厅1厨1卫,东,2018-01-09,https://bj.ke.com/ershoufang/101102473658.html
北坞嘉园北里,780,81667,颐和园,95.51㎡,81.36㎡,2室2厅1厨1卫,南 北,2018-05-09,https://bj.ke.com/ershoufang/101102852993.html
新建宫门11号院,780,103848,颐和园,75.11㎡,58.83㎡,2室1厅1厨1卫,东北,2018-05-16,https://bj.ke.com/ershoufang/101102876425.html
北坞嘉园北里,665,80744,颐和园,82.36㎡,69㎡,2室2厅1厨1卫,南 北,2018-06-11,https://bj.ke.com/ershoufang/101102967965.html
七彩华园,698,70863,马连洼,98.5㎡,89.08㎡,2室1厅1厨1卫,东 南 北,2017-03-27,https://bj.ke.com/ershoufang/101101397618.html
裕隆新村,700,76145,马连洼,91.93㎡,79.58㎡,2室1厅1厨1卫,南 北,2017-06-06,https://bj.ke.com/ershoufang/101101669872.html
裕祺隆园,739,79360,马连洼,93.12㎡,81.86㎡,2室2厅1厨1卫,东 西,2017-06-21,https://bj.ke.com/ershoufang/101101722282.html
七彩华园,760,82127,马连洼,92.54㎡,暂无数据,2室1厅1厨1卫,南 北,2017-11-17,https://bj.ke.com/ershoufang/101102313803.html
裕隆新村,700,80888,马连洼,86.54㎡,76.44㎡,2室2厅1厨1卫,南 北,2018-04-20,https://bj.ke.com/ershoufang/101102790784.html
裕隆新村,680,80000,马连洼,85㎡,75.08㎡,2室2厅1厨1卫,南 北,2018-04-20,https://bj.ke.com/ershoufang/101102790795.html
天秀花园安和园,650,92554,马连洼,70.23㎡,暂无数据,2室1厅1厨1卫,南 北,2018-05-18,https://bj.ke.com/ershoufang/101102882974.html
天秀花园安和园,750,88747,马连洼,84.51㎡,暂无数据,2室2厅1厨1卫,南 北,2018-05-21,https://bj.ke.com/ershoufang/101102895223.html
天秀花园澄秀园,725,79978,马连洼,90.65㎡,80.58㎡,2室1厅1厨1卫,南 北,2018-05-28,https://bj.ke.com/ershoufang/101102920122.html
天秀花园安和园,679,80604,马连洼,84.24㎡,暂无数据,2室2厅1厨1卫,南 北,2018-06-01,https://bj.ke.com/ershoufang/101102930501.html
天秀花园安和园,678,86790,马连洼,78.12㎡,暂无数据,2室2厅1厨1卫,南 北,2018-06-02,https://bj.ke.com/ershoufang/101102937631.html
天秀花园安和园,730,85271,马连洼,85.61㎡,暂无数据,2室2厅1厨1卫,南 北,2018-06-09,https://bj.ke.com/ershoufang/101102962673.html
梅园甲,768,72921,马连洼,105.32㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-15,https://bj.ke.com/ershoufang/101102981024.html
天秀花园安和园,710,90886,马连洼,78.12㎡,暂无数据,2室2厅1厨1卫,南 北,2018-06-25,https://bj.ke.com/ershoufang/101103016693.html
裕祺隆园,800,87595,马连洼,91.33㎡,80.28㎡,2室1厅1厨1卫,东 西,2018-06-27,https://bj.ke.com/ershoufang/101103023784.html
韦伯豪家园,750,95323,魏公村,78.68㎡,暂无数据,2室1厅1厨1卫,南,2017-04-01,https://bj.ke.com/ershoufang/101101416435.html
民族大学西路60号院,651,82772,魏公村,78.65㎡,暂无数据,2室1厅1厨1卫,西,2018-06-14,https://bj.ke.com/ershoufang/101102977857.html
